Entity,Code,Year,"Hospital beds (per 1,000 people)"
Europe and Central Asia (WB),,1993,8.509879
Europe and Central Asia (WB),,1994,8.312614
Europe and Central Asia (WB),,1995,8.116717
Europe and Central Asia (WB),,1996,7.89065
Europe and Central Asia (WB),,1997,7.529666
Europe and Central Asia (WB),,1998,7.285078
Europe and Central Asia (WB),,1999,7.081141
Europe and Central Asia (WB),,2000,6.8863378
Europe and Central Asia (WB),,2001,6.883333
Europe and Central Asia (WB),,2002,6.752741
Europe and Central Asia (WB),,2003,6.672065
Europe and Central Asia (WB),,2004,6.491626
Europe and Central Asia (WB),,2005,6.400209
Europe and Central Asia (WB),,2006,6.3116584
Europe and Central Asia (WB),,2007,6.2126946
Europe and Central Asia (WB),,2008,6.1229115
Europe and Central Asia (WB),,2009,6.0581746
Europe and Central Asia (WB),,2010,5.928059
Europe and Central Asia (WB),,2011,5.8061333
Europe and Central Asia (WB),,2012,5.7400355
Europe and Central Asia (WB),,2013,5.6181974
Europe and Central Asia (WB),,2014,5.476709
Europe and Central Asia (WB),,2015,5.389706
Europe and Central Asia (WB),,2016,5.318645
Europe and Central Asia (WB),,2017,5.267258
Europe and Central Asia (WB),,2018,5.2375765
Europe and Central Asia (WB),,2019,5.1724353
Europe and Central Asia (WB),,2020,5.1685514
European Union (27),,1980,9.52076
European Union (27),,1985,8.878189
European Union (27),,1990,8.197086
European Union (27),,1991,8.0079565
European Union (27),,1992,7.747082
European Union (27),,1993,7.609346
European Union (27),,1994,7.542814
European Union (27),,1995,7.3098693
European Union (27),,1996,7.2903
European Union (27),,1997,7.0621104
European Union (27),,1998,6.8602962
European Union (27),,1999,6.6692896
European Union (27),,2000,6.5854864
European Union (27),,2001,6.6444774
European Union (27),,2002,6.434131
European Union (27),,2003,6.3546023
European Union (27),,2004,6.254054
European Union (27),,2005,6.175258
European Union (27),,2006,6.088049
European Union (27),,2007,6.002937
European Union (27),,2008,5.945228
European Union (27),,2009,5.851147
European Union (27),,2010,5.7513
European Union (27),,2011,5.6700373
European Union (27),,2012,5.6540027
European Union (27),,2013,5.566988
European Union (27),,2014,5.5280256
European Union (27),,2015,5.506815
European Union (27),,2016,5.4760213
European Union (27),,2017,5.4429593
European Union (27),,2018,5.404906
European Union (27),,2019,5.3425913
European Union (27),,2020,5.3267856
Fiji,FJI,1960,4.0406094
Fiji,FJI,1970,2.9096
Fiji,FJI,1975,3.3333
Fiji,FJI,1980,2.8139
Fiji,FJI,1981,2.7461
Fiji,FJI,1999,2.6
Fiji,FJI,2004,2.1
Fiji,FJI,2005,2.07
Fiji,FJI,2006,1.94
Fiji,FJI,2007,1.94
Fiji,FJI,2008,1.94
Fiji,FJI,2009,2.2
Fiji,FJI,2010,2.2
Fiji,FJI,2011,1.91
Fiji,FJI,2013,1.92
Fiji,FJI,2014,1.89
Fiji,FJI,2015,1.88
Fiji,FJI,2016,1.89
Fiji,FJI,2017,1.89
Finland,FIN,1970,15.1
Finland,FIN,1980,15.6
Finland,FIN,1985,14
Finland,FIN,1990,12.5
Finland,FIN,1991,11.2
Finland,FIN,1992,11
Finland,FIN,1993,10
Finland,FIN,1994,10
Finland,FIN,1995,9.3
Finland,FIN,1996,9.2
Finland,FIN,1997,7.9
Finland,FIN,1998,7.8
Finland,FIN,1999,7.6
Finland,FIN,2000,7.54
Finland,FIN,2001,7.46
Finland,FIN,2002,7.35
Finland,FIN,2003,7.24
Finland,FIN,2004,7.1
Finland,FIN,2005,7.05
Finland,FIN,2006,6.99
Finland,FIN,2007,6.73
Finland,FIN,2008,6.57
Finland,FIN,2009,6.25
Finland,FIN,2010,5.86
Finland,FIN,2011,5.53
Finland,FIN,2012,5.29
Finland,FIN,2013,4.86
Finland,FIN,2014,4.53
Finland,FIN,2015,4.28
Finland,FIN,2016,3.97
Finland,FIN,2017,3.75
Finland,FIN,2018,3.61
Finland,FIN,2019,3.35
Finland,FIN,2020,2.83
France,FRA,1974,10.5
France,FRA,1975,10.6
France,FRA,1976,10.6
France,FRA,1977,10.8
France,FRA,1978,10.9
France,FRA,1979,11.1
France,FRA,1980,11.1
France,FRA,1981,11.1
France,FRA,1982,11
France,FRA,1983,10.8
France,FRA,1984,10.7
France,FRA,1985,10.5
France,FRA,1986,10.3
France,FRA,1987,10.2
France,FRA,1988,10.1
France,FRA,1989,9.9
France,FRA,1990,9.7
France,FRA,1991,9.6
France,FRA,1992,9.4
France,FRA,1993,9.3
France,FRA,1994,9.1
France,FRA,1995,8.9
France,FRA,1996,8.8
France,FRA,1997,8.6
France,FRA,1998,8.4
France,FRA,1999,8.3
France,FRA,2000,8.25
France,FRA,2001,8.12
France,FRA,2002,8.01
France,FRA,2003,7.84
France,FRA,2004,7.69
France,FRA,2005,7.52
France,FRA,2006,7.41
France,FRA,2007,7.35
France,FRA,2008,7.18
France,FRA,2009,6.92
France,FRA,2010,6.67
France,FRA,2011,6.6
France,FRA,2012,6.58
France,FRA,2013,6.52
France,FRA,2014,6.46
France,FRA,2015,6.4
France,FRA,2016,6.32
France,FRA,2017,6.23
France,FRA,2018,6.16
France,FRA,2019,6.1
France,FRA,2020,6
Gabon,GAB,1960,5.7139916
Gabon,GAB,1970,9.9107
Gabon,GAB,1985,1.552
Gabon,GAB,1990,3.1938
Gabon,GAB,2006,2
Gabon,GAB,2008,1.3
Gabon,GAB,2010,6.3
Gabon,GAB,2011,1.96
Gambia,GMB,1960,1.1818181
Gambia,GMB,1985,1.6578
Gambia,GMB,1990,0.6109
Gambia,GMB,2005,0.8
Gambia,GMB,2009,1.1
Gambia,GMB,2011,1.1
Gambia,GMB,2014,1.04
Gambia,GMB,2015,1.01
Gambia,GMB,2016,1.06
Gambia,GMB,2019,0.94
Gambia,GMB,2020,1.11
Gambia,GMB,2021,1.15
Georgia,GEO,1980,10.1708
Georgia,GEO,1985,9.9734
Georgia,GEO,1986,10.015
Georgia,GEO,1987,10.1074
Georgia,GEO,1988,9.9935
Georgia,GEO,1989,9.9957
Georgia,GEO,1990,9.7975
Georgia,GEO,1991,9.7981
Georgia,GEO,1992,10.0087
Georgia,GEO,1993,9.3911
Georgia,GEO,1994,9.6758
Georgia,GEO,1995,7.66
Georgia,GEO,1996,5.67
Georgia,GEO,1997,5.86
Georgia,GEO,1998,5.71
Georgia,GEO,1999,5.69
Georgia,GEO,2000,4.98
Georgia,GEO,2001,4.71
Georgia,GEO,2002,4.5
Georgia,GEO,2003,4.52
Georgia,GEO,2004,4.46
Georgia,GEO,2005,4.32
Georgia,GEO,2006,4.18
Georgia,GEO,2007,3.73
Georgia,GEO,2008,3.63
Georgia,GEO,2009,3.54
Georgia,GEO,2010,3.49
Georgia,GEO,2011,3.3
Georgia,GEO,2012,2.98
Georgia,GEO,2013,3.06
Georgia,GEO,2014,3.09
Georgia,GEO,2015,3.39
Georgia,GEO,2016,3.66
Georgia,GEO,2017,4
Georgia,GEO,2018,4.24
Georgia,GEO,2019,4.64
Georgia,GEO,2020,4.94
Germany,DEU,1960,10.5
Germany,DEU,1970,11.3
Germany,DEU,1980,11.5
Germany,DEU,1985,11
Germany,DEU,1990,10.4
Germany,DEU,1991,10.1
Germany,DEU,1992,9.9
Germany,DEU,1993,9.7
Germany,DEU,1994,9.7
Germany,DEU,1995,9.7
Germany,DEU,1996,9.6
Germany,DEU,1997,9.4
Germany,DEU,1998,9.3
Germany,DEU,1999,9.2
Germany,DEU,2000,9.19
Germany,DEU,2001,9.1
Germany,DEU,2002,8.99
Germany,DEU,2003,8.87
Germany,DEU,2004,8.71
Germany,DEU,2005,8.6
Germany,DEU,2006,8.42
Germany,DEU,2007,8.35
Germany,DEU,2008,8.3
Germany,DEU,2009,8.3
Germany,DEU,2010,8.29
Germany,DEU,2011,8.26
Germany,DEU,2012,8.22
Germany,DEU,2013,8.17
Germany,DEU,2014,8.14
Germany,DEU,2015,8.09
Germany,DEU,2016,8.06
Germany,DEU,2017,8.01
Germany,DEU,2018,7.98
Germany,DEU,2019,7.91
Germany,DEU,2020,7.8
Ghana,GHA,1960,0.7798937
Ghana,GHA,1970,1.3228
Ghana,GHA,1975,1.2508
Ghana,GHA,1985,1.567
Ghana,GHA,1990,1.46
Ghana,GHA,2005,0.9
Ghana,GHA,2009,0.9
Ghana,GHA,2010,0.7
Ghana,GHA,2011,0.68
Ghana,GHA,2012,0.71
Ghana,GHA,2013,0.72
Ghana,GHA,2014,0.71
Ghana,GHA,2015,0.69
Greece,GRC,1960,5.8
Greece,GRC,1970,6.2
Greece,GRC,1980,6.2
Greece,GRC,1985,5.5
Greece,GRC,1986,5.3
Greece,GRC,1987,5.2
Greece,GRC,1988,5.2
Greece,GRC,1989,5.1
Greece,GRC,1990,5.1
Greece,GRC,1991,5
Greece,GRC,1992,5
Greece,GRC,1993,5
Greece,GRC,1994,4.9
Greece,GRC,1995,4.9
Greece,GRC,1996,4.9
Greece,GRC,1997,4.9
Greece,GRC,1998,4.8
Greece,GRC,1999,4.7
Greece,GRC,2000,4.67
Greece,GRC,2001,4.72
Greece,GRC,2002,4.67
Greece,GRC,2003,4.66
Greece,GRC,2004,4.67
Greece,GRC,2005,4.72
Greece,GRC,2006,4.84
Greece,GRC,2007,4.86
Greece,GRC,2008,4.85
Greece,GRC,2009,4.95
Greece,GRC,2010,4.52
Greece,GRC,2011,4.52
Greece,GRC,2012,4.48
Greece,GRC,2013,4.26
Greece,GRC,2014,4.25
Greece,GRC,2015,4.25
Greece,GRC,2016,4.21
Greece,GRC,2017,4.23
Greece,GRC,2018,4.24
Greece,GRC,2019,4.24
Greenland,GRL,1970,14.3534
Grenada,GRD,1960,6.2222223
Grenada,GRD,1970,7.2537
Grenada,GRD,1980,5.7714
Grenada,GRD,1990,8
Grenada,GRD,1993,8.1778
Grenada,GRD,1995,5.5
Grenada,GRD,1996,5.27
Grenada,GRD,2000,6.2
Grenada,GRD,2002,6.9
Grenada,GRD,2003,5.7
Grenada,GRD,2005,4.1
Grenada,GRD,2007,2.6
Grenada,GRD,2008,2.6
Grenada,GRD,2009,2.4
Grenada,GRD,2011,3.29
Grenada,GRD,2012,3.26
Grenada,GRD,2013,3.45
Grenada,GRD,2014,3.42
Grenada,GRD,2015,3.4
Grenada,GRD,2016,3.2
Grenada,GRD,2017,3.18
Grenada,GRD,2018,3.18
Guatemala,GTM,1960,2.6310875
Guatemala,GTM,1970,2.1711
Guatemala,GTM,1975,2.0027
Guatemala,GTM,1986,1.7212
Guatemala,GTM,1989,0.8778
Guatemala,GTM,1990,1.1
Guatemala,GTM,1993,1.1
Guatemala,GTM,1996,0.98
Guatemala,GTM,2002,0.5
Guatemala,GTM,2005,0.7
Guatemala,GTM,2007,0.7
Guatemala,GTM,2008,0.6
Guatemala,GTM,2009,0.6
Guatemala,GTM,2010,0.6
Guatemala,GTM,2011,0.65
Guatemala,GTM,2012,0.62
Guatemala,GTM,2014,0.62
Guatemala,GTM,2015,0.59
Guatemala,GTM,2017,0.45
Guatemala,GTM,2018,0.44
Guatemala,GTM,2019,0.47
Guatemala,GTM,2020,0.43
Guatemala,GTM,2021,0.44
Guinea,GIN,1960,0.73915815
Guinea,GIN,1970,1.7585
Guinea,GIN,1988,0.5841
Guinea,GIN,1990,0.5507
Guinea,GIN,2005,0.3
Guinea,GIN,2011,0.3
Guinea-Bissau,GNB,1960,1.621185
Guinea-Bissau,GNB,1970,1.5746
Guinea-Bissau,GNB,1980,1.886
Guinea-Bissau,GNB,1981,1.9717
Guinea-Bissau,GNB,1990,1.4779
Guinea-Bissau,GNB,2007,0.7
Guinea-Bissau,GNB,2009,1
Guyana,GUY,1960,5.5746922
Guyana,GUY,1970,4.763
Guyana,GUY,1975,4.9728
Guyana,GUY,1985,3.492
Guyana,GUY,1993,3.1
Guyana,GUY,1995,3.1
Guyana,GUY,1996,3.87
Guyana,GUY,2001,2.9
Guyana,GUY,2005,2.8
Guyana,GUY,2006,2.5
Guyana,GUY,2007,1.9
Guyana,GUY,2009,2
Guyana,GUY,2012,1.73
Guyana,GUY,2013,1.73
Guyana,GUY,2014,1.75
Guyana,GUY,2015,1.76
Guyana,GUY,2016,1.75
Guyana,GUY,2017,1.74
Guyana,GUY,2018,1.69
Guyana,GUY,2019,2.18
Guyana,GUY,2020,2.25
Guyana,GUY,2021,2.59
Haiti,HTI,1960,0.60883284
Haiti,HTI,1970,0.7843
Haiti,HTI,1975,0.776
Haiti,HTI,1980,0.7405
Haiti,HTI,1985,0.7231
Haiti,HTI,1990,0.7556
Haiti,HTI,1993,0.7991
Haiti,HTI,1996,0.71
Haiti,HTI,2000,0.7
Haiti,HTI,2007,1.3
Haiti,HTI,2010,0.66
Haiti,HTI,2013,0.72
Haiti,HTI,2018,5.26
Haiti,HTI,2019,4.87
Haiti,HTI,2020,5.03
Haiti,HTI,2021,4.77
High-income countries,,1980,8.4126625
High-income countries,,1985,8.843085
High-income countries,,1990,7.3921
High-income countries,,1991,7.480352
High-income countries,,1992,7.1323457
High-income countries,,1993,7.884455
High-income countries,,1994,7.9125695
High-income countries,,1995,7.7482166
High-income countries,,1996,7.497961
High-income countries,,1997,7.3649487
High-income countries,,1998,7.276856
High-income countries,,1999,7.124417
High-income countries,,2000,6.7234826
High-income countries,,2001,6.7401104
High-income countries,,2002,6.561339
High-income countries,,2003,6.4489574
High-income countries,,2004,6.340951
High-income countries,,2005,6.2191243
High-income countries,,2006,6.1508865
High-income countries,,2007,6.1169252
High-income countries,,2008,6.0047264
High-income countries,,2009,5.9041934
High-income countries,,2010,5.8276796
High-income countries,,2011,5.7638154
High-income countries,,2012,5.7263136
High-income countries,,2013,5.654375
High-income countries,,2014,5.6030197
High-income countries,,2015,5.5301194
High-income countries,,2016,5.4844155
High-income countries,,2017,5.500569
High-income countries,,2018,5.4629264
High-income countries,,2019,5.401913
High-income countries,,2020,5.3887143
Honduras,HND,1960,1.6462513
Honduras,HND,1970,1.7531
Honduras,HND,1975,1.7037
Honduras,HND,1980,1.3241
Honduras,HND,1985,1.3095
Honduras,HND,1990,1.0067
Honduras,HND,1993,0.8
Honduras,HND,1996,1.06
Honduras,HND,2000,0.6
Honduras,HND,2001,0.6
Honduras,HND,2002,0.58
Honduras,HND,2003,0.59
Honduras,HND,2004,0.58
Honduras,HND,2005,0.58
Honduras,HND,2006,0.54
Honduras,HND,2007,0.56
Honduras,HND,2008,0.51
Honduras,HND,2009,0.55
Honduras,HND,2010,0.61
Honduras,HND,2011,0.57
Honduras,HND,2012,0.6
Honduras,HND,2013,0.63
Honduras,HND,2014,0.61
Honduras,HND,2015,0.6
Honduras,HND,2016,0.63
Honduras,HND,2017,0.64
Honduras,HND,2018,0.64
Honduras,HND,2019,0.65
Honduras,HND,2020,0.71
Honduras,HND,2021,0.66
Hong Kong,HKG,1960,2.6403394
Hong Kong,HKG,1970,4.1783
Hong Kong,HKG,1975,5.0413
Hong Kong,HKG,1980,4.021
Hong Kong,HKG,1981,4.1098
Hong Kong,HKG,1985,4.8909
Hungary,HUN,1994,9.3
Hungary,HUN,1995,8.8
Hungary,HUN,1996,8.8
Hungary,HUN,1997,8
Hungary,HUN,1998,8.1
Hungary,HUN,1999,8.1
Hungary,HUN,2000,8.16
Hungary,HUN,2001,7.93
Hungary,HUN,2002,7.92
Hungary,HUN,2003,7.9
Hungary,HUN,2004,7.9
Hungary,HUN,2005,7.93
Hungary,HUN,2006,7.99
Hungary,HUN,2007,7.2
Hungary,HUN,2008,7.12
Hungary,HUN,2009,7.15
Hungary,HUN,2010,7.19
Hungary,HUN,2011,7.2
Hungary,HUN,2012,7
Hungary,HUN,2013,7.04
Hungary,HUN,2014,6.98
Hungary,HUN,2015,6.99
Hungary,HUN,2016,7
Hungary,HUN,2017,7.02
Hungary,HUN,2018,6.95
Hungary,HUN,2019,6.91
Hungary,HUN,2020,6.76
Hungary,HUN,2021,6.84
Iceland,ISL,1960,9.8
Iceland,ISL,1970,12.9
Iceland,ISL,1980,14.8
Iceland,ISL,1985,15.8
Iceland,ISL,1990,16.7
Iceland,ISL,1991,16.3
Iceland,ISL,1992,15.9
Iceland,ISL,1993,14.8
Iceland,ISL,1994,14.7
Iceland,ISL,1995,14.6
Iceland,ISL,2002,7.5
Iceland,ISL,2006,5.3391
Iceland,ISL,2007,4.11
Iceland,ISL,2008,3.91
Iceland,ISL,2009,3.7
Iceland,ISL,2010,3.58
Iceland,ISL,2011,3.29
Iceland,ISL,2012,3.24
Iceland,ISL,2013,3.22
Iceland,ISL,2014,3.16
Iceland,ISL,2015,3.12
Iceland,ISL,2016,3.13
Iceland,ISL,2017,3.06
Iceland,ISL,2018,2.87
Iceland,ISL,2019,2.8
Iceland,ISL,2020,2.83
India,IND,1960,0.4589869
India,IND,1970,0.6045
India,IND,1975,0.5882
India,IND,1980,0.7697
India,IND,1981,0.7694
India,IND,1985,0.7692
India,IND,1987,0.7182
India,IND,1991,0.787
India,IND,2000,2.13
India,IND,2001,2.09
India,IND,2002,2.05
India,IND,2003,0.9
India,IND,2005,1.95
India,IND,2006,1.92
India,IND,2007,1.9
India,IND,2008,1.87
India,IND,2009,1.84
India,IND,2010,1.82
India,IND,2011,1.79
India,IND,2012,1.77
India,IND,2013,0.49
India,IND,2014,1.73
India,IND,2015,1.7
India,IND,2016,1.68
India,IND,2017,1.67
India,IND,2018,1.65
India,IND,2019,1.63
India,IND,2020,1.62
India,IND,2021,1.6
Indonesia,IDN,1960,0.74045706
Indonesia,IDN,1970,0.6546
Indonesia,IDN,1975,0.8183
Indonesia,IDN,1985,0.5568
Indonesia,IDN,1989,0.7026
Indonesia,IDN,1990,0.6652
Indonesia,IDN,1991,0.6686
Indonesia,IDN,1992,0.665
Indonesia,IDN,1993,0.6576
Indonesia,IDN,1994,0.6601
Indonesia,IDN,1998,0.6
Indonesia,IDN,2000,0.59
Indonesia,IDN,2001,0.59
Indonesia,IDN,2002,0.59
Indonesia,IDN,2003,0.59
Indonesia,IDN,2004,0.59
Indonesia,IDN,2005,0.6
Indonesia,IDN,2006,0.6
Indonesia,IDN,2007,0.61
Indonesia,IDN,2008,0.63
Indonesia,IDN,2009,0.68
Indonesia,IDN,2010,0.65
Indonesia,IDN,2011,0.69
Indonesia,IDN,2012,0.92
Indonesia,IDN,2013,1.1
Indonesia,IDN,2014,1.05
Indonesia,IDN,2015,1.09
Indonesia,IDN,2016,1.1
Indonesia,IDN,2017,1.15
Indonesia,IDN,2018,1.16
Indonesia,IDN,2019,1.18
Indonesia,IDN,2020,1.4
Indonesia,IDN,2021,1.36
Iran,IRN,1960,0.92567503
Iran,IRN,1970,1.3796
Iran,IRN,1980,1.4806
Iran,IRN,1981,1.5156
Iran,IRN,1987,1.5105
Iran,IRN,1988,1.4837
Iran,IRN,1990,1.4331
Iran,IRN,1996,1.6
Iran,IRN,2000,1.59
Iran,IRN,2001,1.64
Iran,IRN,2002,1.65
Iran,IRN,2003,1.64
Iran,IRN,2004,1.63
Iran,IRN,2005,1.61
Iran,IRN,2006,1.63
Iran,IRN,2007,1.66
Iran,IRN,2008,1.64
Iran,IRN,2009,1.54
Iran,IRN,2010,1.68
Iran,IRN,2011,1.35
Iran,IRN,2012,1.7
Iran,IRN,2013,1.77
Iran,IRN,2014,1.81
Iran,IRN,2015,1.81
Iran,IRN,2016,1.89
Iran,IRN,2017,1.91
Iran,IRN,2018,1.95
Iran,IRN,2019,1.86
Iraq,IRQ,1960,1.85804
Iraq,IRQ,1970,1.951
Iraq,IRQ,1980,1.9464
Iraq,IRQ,1981,1.8931
Iraq,IRQ,1989,1.7139
Iraq,IRQ,1990,1.6596
Iraq,IRQ,1998,1.45
Iraq,IRQ,2000,1.2
Iraq,IRQ,2001,1.3
Iraq,IRQ,2002,1.27
Iraq,IRQ,2003,1.31
Iraq,IRQ,2004,1.32
Iraq,IRQ,2005,1.28
Iraq,IRQ,2006,1.31
Iraq,IRQ,2007,1.13
Iraq,IRQ,2008,1.26
Iraq,IRQ,2009,1.1
Iraq,IRQ,2010,1.1
Iraq,IRQ,2011,1.3
Iraq,IRQ,2012,1.29
Iraq,IRQ,2013,1.27
Iraq,IRQ,2014,1.1
Iraq,IRQ,2015,1.38
Iraq,IRQ,2016,1.3
Iraq,IRQ,2017,1.05
Iraq,IRQ,2018,1.05
Iraq,IRQ,2019,1.2
Iraq,IRQ,2020,1.2
Iraq,IRQ,2021,1.3
Ireland,IRL,1980,9
Ireland,IRL,1981,9
Ireland,IRL,1982,8.8
Ireland,IRL,1983,8.6
Ireland,IRL,1984,8.4
Ireland,IRL,1985,8.2
Ireland,IRL,1986,7.9
Ireland,IRL,1987,7.2
Ireland,IRL,1988,6.4
Ireland,IRL,1989,6.2
Ireland,IRL,1990,6.1
Ireland,IRL,1991,6
Ireland,IRL,1992,5.7
Ireland,IRL,1993,5.5
Ireland,IRL,1994,5.3
Ireland,IRL,1995,5.2
Ireland,IRL,1996,5.1
Ireland,IRL,1997,4.9
Ireland,IRL,1998,4.8
Ireland,IRL,1999,4.7
Ireland,IRL,2000,6.19
Ireland,IRL,2001,5.92
Ireland,IRL,2002,5.84
Ireland,IRL,2003,5.73
Ireland,IRL,2004,5.69
Ireland,IRL,2005,5.51
Ireland,IRL,2006,5.31
Ireland,IRL,2007,5.14
Ireland,IRL,2008,4.89
Ireland,IRL,2009,2.85
Ireland,IRL,2010,2.75
Ireland,IRL,2011,2.64
Ireland,IRL,2012,2.56
Ireland,IRL,2013,2.58
Ireland,IRL,2014,2.59
Ireland,IRL,2015,2.94
Ireland,IRL,2016,2.98
Ireland,IRL,2017,2.99
Ireland,IRL,2018,2.99
Ireland,IRL,2019,2.9
Ireland,IRL,2020,2.91
Isle of Man,IMN,1960,1.8449837
Isle of Man,IMN,1970,1.9132314
Isle of Man,IMN,1980,1.7561566
Isle of Man,IMN,1981,1.7541121
Isle of Man,IMN,1990,1.7522383
Isle of Man,IMN,2005,1.7693946
Isle of Man,IMN,2006,1.5847433
Isle of Man,IMN,2009,1.5842794
Israel,ISR,1960,6.7379375
Israel,ISR,1975,8.0793
Israel,ISR,1980,6.7974
Israel,ISR,1981,6.7294
Israel,ISR,1982,6.7666
Israel,ISR,1983,6.5435
Israel,ISR,1984,6.4966
Israel,ISR,1985,6.5095
Israel,ISR,1986,6.3802
Israel,ISR,1987,6.2899
Israel,ISR,1988,6.3169
Israel,ISR,1989,6.2837
Israel,ISR,1990,6.2432
Israel,ISR,1991,5.97
Israel,ISR,1992,5.9895
Israel,ISR,1993,6.0779
Israel,ISR,1994,6.1012
Israel,ISR,1995,5.98
Israel,ISR,1996,6.03
Israel,ISR,1997,6.05
Israel,ISR,1998,6.1
Israel,ISR,1999,6.12
Israel,ISR,2000,3.9
Israel,ISR,2001,3.93
Israel,ISR,2002,3.88
Israel,ISR,2003,3.99
Israel,ISR,2004,3.92
Israel,ISR,2005,3.85
Israel,ISR,2006,3.52
Israel,ISR,2007,3.46
Israel,ISR,2008,3.4
Israel,ISR,2009,3.32
Israel,ISR,2010,3.29
Israel,ISR,2011,3.27
Israel,ISR,2012,3.23
Israel,ISR,2013,3.23
Israel,ISR,2014,3.21
Israel,ISR,2015,3.17
Israel,ISR,2016,3.13
Israel,ISR,2017,3.16
Israel,ISR,2018,3.12
Israel,ISR,2019,3.12
Israel,ISR,2020,3.07
Israel,ISR,2021,3.06
Italy,ITA,1960,8.9
Italy,ITA,1961,9
Italy,ITA,1962,9.2
Italy,ITA,1963,9.3
Italy,ITA,1964,9.5
Italy,ITA,1965,9.6
Italy,ITA,1966,9.7
Italy,ITA,1967,9.9
Italy,ITA,1968,10.1
Italy,ITA,1969,10.3
Italy,ITA,1970,10.6
Italy,ITA,1971,10.6
Italy,ITA,1972,10.6
Italy,ITA,1973,10.5
Italy,ITA,1974,10.6
Italy,ITA,1975,10.6
Italy,ITA,1976,10.4
Italy,ITA,1977,10.3
Italy,ITA,1978,10
Italy,ITA,1979,9.8
Italy,ITA,1980,9.6
Italy,ITA,1981,9.4
Italy,ITA,1982,9.1
Italy,ITA,1983,8.9
Italy,ITA,1984,8.5
Italy,ITA,1985,8.3
Italy,ITA,1986,8
Italy,ITA,1987,7.8
Italy,ITA,1988,7.5
Italy,ITA,1989,7.1
Italy,ITA,1990,7.2
Italy,ITA,1991,6.8
Italy,ITA,1992,6.9
Italy,ITA,1993,6.7
Italy,ITA,1994,6.6
Italy,ITA,1995,6.3
Italy,ITA,1996,6.5
Italy,ITA,1997,5.9
Italy,ITA,1998,5.5
Italy,ITA,1999,4.9
Italy,ITA,2000,4.71
Italy,ITA,2001,4.61
Italy,ITA,2002,4.44
Italy,ITA,2003,4.17
Italy,ITA,2004,4.01
Italy,ITA,2005,4.03
Italy,ITA,2006,3.97
Italy,ITA,2007,3.88
Italy,ITA,2008,3.77
Italy,ITA,2009,3.66
Italy,ITA,2010,3.61
Italy,ITA,2011,3.48
Italy,ITA,2012,3.38
Italy,ITA,2013,3.31
Italy,ITA,2014,3.24
Italy,ITA,2015,3.22
Italy,ITA,2016,3.2
Italy,ITA,2017,3.21
Italy,ITA,2018,3.17
Italy,ITA,2019,3.16
Italy,ITA,2020,3.18
Jamaica,JAM,1960,4.1454883
Jamaica,JAM,1970,4.1049
Jamaica,JAM,1975,4.9995
Jamaica,JAM,1985,3.3333
Jamaica,JAM,1989,2.4001
Jamaica,JAM,1990,2.2
Jamaica,JAM,1993,2.1003
Jamaica,JAM,1995,2.1
Jamaica,JAM,1996,2.12
Jamaica,JAM,2001,1.5
Jamaica,JAM,2002,1.5
Jamaica,JAM,2003,1.4
Jamaica,JAM,2004,1.8
Jamaica,JAM,2005,1.7
Jamaica,JAM,2006,2
Jamaica,JAM,2007,1.7
Jamaica,JAM,2009,1.71
Jamaica,JAM,2010,1.82
Jamaica,JAM,2011,1.81
Jamaica,JAM,2012,1.8
Jamaica,JAM,2013,1.69
Jamaica,JAM,2014,1.69
Jamaica,JAM,2015,1.71
Jamaica,JAM,2016,1.74
Jamaica,JAM,2017,1.71
Jamaica,JAM,2018,1.7
Jamaica,JAM,2019,1.73
Jamaica,JAM,2020,1.71
Jamaica,JAM,2021,1.68
Japan,JPN,1960,9
Japan,JPN,1970,12.5
Japan,JPN,1980,13.7
Japan,JPN,1985,14.7
Japan,JPN,1993,15.6
Japan,JPN,1994,15.5
Japan,JPN,1995,15.4
Japan,JPN,1996,15.2
Japan,JPN,1997,15.1
Japan,JPN,1998,15
Japan,JPN,1999,14.8
Japan,JPN,2000,14.7
Japan,JPN,2001,14.61
Japan,JPN,2002,14.45
Japan,JPN,2003,14.27
Japan,JPN,2004,14.2
Japan,JPN,2005,14.07
Japan,JPN,2006,13.97
Japan,JPN,2007,13.87
Japan,JPN,2008,13.71
Japan,JPN,2009,13.61
Japan,JPN,2010,13.51
Japan,JPN,2011,13.38
Japan,JPN,2012,13.33
Japan,JPN,2013,13.28
Japan,JPN,2014,13.18
Japan,JPN,2015,13.15
Japan,JPN,2016,13.11
Japan,JPN,2017,13.05
Japan,JPN,2018,13
Japan,JPN,2019,12.88
Japan,JPN,2020,12.72
Jordan,JOR,1960,3.6054502
Jordan,JOR,1970,1.128
Jordan,JOR,1975,1.026
Jordan,JOR,1980,1.2577
Jordan,JOR,1981,1.2063
Jordan,JOR,1985,1.2055
Jordan,JOR,1990,1.7978
Jordan,JOR,1994,1.6302
Jordan,JOR,1997,1.8
Jordan,JOR,2000,1.7
Jordan,JOR,2001,1.7
Jordan,JOR,2002,1.7
Jordan,JOR,2003,1.81
Jordan,JOR,2004,1.77
Jordan,JOR,2005,1.79
Jordan,JOR,2006,1.81
Jordan,JOR,2007,1.7
Jordan,JOR,2008,1.69
Jordan,JOR,2009,1.67
Jordan,JOR,2010,1.7
Jordan,JOR,2011,1.69
Jordan,JOR,2012,1.68
Jordan,JOR,2013,1.57
